372	份	99488
373	求	99296
374	究	99256
375	呵	99062
376	件	98128
377	未	97286
378	決	97148
379	組	96711
380	萬	96237
381	竹	96078
382	級	95710
383	持	95656
384	笑	94756
385	投	94384
386	哪	93877
387	室	93487
388	曾	93394
389	走	93148
390	喔	92913
391	標	92618
392	流	92482
393	支	92264
394	獨	91993
395	貓	90587
396	卡	90309
397	需	90154
398	兄	89901
399	門	89827
400	共	89634
401	語	89329
402	海	88905
403	口	88727
404	阿	88578
405	線	88361
406	馬	88333
407	黃	88187
408	參	87813
409	般	87661
410	命	87293
411	視	86815
412	觀	86794
413	聯	86573
414	腦	85822
415	朋	85775
416	格	85698
417	兒	85526
418	八	85474
419	修	85237
420	料	84954
421	錢	84904
422	失	84799
423	吃	84729
424	住	84509
425	即	84346
426	另	83262
427	錄	82888
428	專	82677
429	象	82336
430	換	81878
431	基	81818
432	板	81815
433	拿	80772
434	遠	80657
435	速	80360
436	形	80289
437	孩	80204
438	備	80164
439	歌	80050
440	幫	80023
441	確	79923
442	候	79364
443	除	78924
444	界	78850
445	裝	78681
446	類	78205
447	講	77918
448	器	77660
449	南	77470
450	案	77425
451	畫	77423
452	英	77253
453	訴	77163
454	帶	76240
455	差	76057
456	乎	76041
457	量	75841
458	久	75514
459	掉	75299
460	似	75146
461	整	75045
462	引	74461
463	班	74297
464	迷	74216
465	圖	74216
466	制	74134
467	費	73882
468	賽	73767
469	奇	73699
470	識	73392
471	型	73353
472	超	73305
473	邊	73304
474	耶	73163
475	品	72832
476	舍	72675
477	雖	72668
478	始	72626
479	運	72593
480	李	72434
481	務	72387
482	權	72344
483	驗	72278
484	故	72033
485	六	71823
486	讀	71735
487	怪	71713
488	飛	71452
489	滿	71310
490	服	71299
491	夢	71231
492	收	71165
493	眼	71058
494	造	71032
495	念	70963
496	留	70864
497	課	70719
498	軍	70663
499	破	70155
500	精	69858
501	半	69801
502	約	69741
503	願	69445
504	令	69051
505	底	68724
506	答	68517
507	演	68360
508	達	68312
509	雄	68173
510	深	67687
511	票	67677
512	早	67132
513	院	66835
514	夠	66056
515	曲	65789
516	假	65722
517	談	65267
518	術	65266
519	棒	65240
520	賣	65227
521	黑	64983
522	百	64888
523	勝	64825
524	推	64630
525	存	64502
526	火	64196
527	準	64150
528	示	63561
529	往	63499
530	碟	63470
531	易	63406
532	況	63334
533	晚	63237
534	離	63204
535	治	62946
536	導	62860
537	七	62853
538	段	62173
539	團	62106
540	調	61916
541	證	61502
542	列	61352
543	傷	61254
544	永	61245
545	剛	61146
546	排	61011
547	哥	60956
548	德	60841
549	九	60561
550	甚	60517
551	殺	60424
552	照	60147
553	軟	60057
554	包	60049
555	怕	59891
556	條	59837
557	夜	59755
558	商	59657
559	概	59558
560	根	59387
561	供	59310
562	絕	59291
563	千	59102
564	客	59085
565	切	58909
566	集	58884
567	稱	58681
568	據	58668
569	落	58567
570	越	58490
571	竟	58426
572	盡	58387
573	待	58350
574	聞	58075
575	園	58048
576	忘	57999
577	值	57997
578	產	57950
579	消	57326
580	雙	57210
581	紅	56845
582	座	56615
583	展	56225
584	育	55965
585	跑	55821
586	附	55735
587	嘛	55429
588	執	55340
589	唱	55158
590	技	54857
591	某	54845
592	硬	54667
593	斯	54548
594	雲	54540
595	遊	54425
596	息	54380
597	助	54145
598	須	53837
599	苦	53817
600	介	53811
601	效	53687
602	首	53235
603	質	53139
604	例	53106
605	唉	53049
606	職	53031
607	復	52921
608	輸	52871
609	節	52773
610	規	52770
611	注	52732
612	畢	52670
613	查	52569
614	熱	52375
615	油	52331
616	館	52285
617	態	52194
618	停	52109
619	福	52055
620	救	52003
621	倒	51920
622	親	51866
623	害	51860
624	亂	51811
625	古	51625
626	步	51305
627	寶	51193
628	擊	51164
629	舉	51086
630	終	50989
631	嗯	50941
632	印	50702
633	限	50622
634	依	50589
635	斷	50421
636	輕	50407
637	環	49945
638	簡	49903
639	趣	49894
640	志	49868
641	響	49816
642	隨	49767
643	練	49683
644	續	49681
645	魚	49608
646	篇	49397
647	司	49008
648	局	48936
649	送	48681
650	極	48680
651	角	48659
652	省	48656
653	源	48575
654	陽	48494
655	幹	48479
656	習	48435
657	羅	48179
658	武	48104
659	免	48015
660	疑	47964
661	拉	47785
662	克	47635
663	仍	47529
664	樓	47232
665	佛	47189
666	足	47014
667	低	46654
668	廣	46522
669	煩	46473
670	鳥	46304
671	顯	46026
672	碼	45990
673	土	45706
674	率	45566
675	聖	45455
676	壞	45324
677	初	45256
678	具	45052
679	預	44980
680	呀	44977
681	眾	44803
682	責	44701
683	爭	44699
684	兵	44572
685	智	44507
686	誤	44398
687	境	44397
688	青	44152
689	順	44024
690	野	43878
691	楚	43767
692	貴	43668
693	負	43549
694	壓	43377
695	史	43277
696	適	43229
697	係	43117
698	測	42962
699	懷	42878
700	迎	42805
701	配	42778
702	魔	42586
703	慢	42566
704	哇	42443
705	懂	42342
706	嗚	42327
707	亦	42217
708	味	42200
709	評	41999
710	舞	41993
711	細	41672
712	醫	41484
713	帝	41120
714	屬	41089
715	句	41088
716	戀	41039
717	敗	40871
718	宜	40410
719	楊	40360
720	甲	40313
721	追	40176
722	灌	40173
723	春	40107
724	左	40106
725	敢	40043
726	靈	40022
727	狂	40001
728	際	39814
729	群	39731
730	族	39730
731	木	39692
732	騎	39690
733	里	39663
734	項	39517
735	戲	39504
736	遇	39200
737	狗	39154
738	佳	39101
739	博	39094
740	右	39017
741	痛	38864
742	營	38542
743	妹	38407
744	康	38252
745	善	38229
746	徵	38219
747	歷	38186
748	官	38147
749	爾	38126
750	按	38098
751	編	38087
752	病	38013
753	護	38012
754	補	37810
755	擇	37712
756	抓	37600
757	石	37521
758	歲	37303
759	隻	37091
760	領	36858
761	尋	36745
762	溫	36448
763	養	36306
764	止	36248
765	守	36214
766	君	36180
767	血	36175
768	田	35956
769	雨	35918
770	居	35883
771	謂	35793
772	異	35756
773	優	35686
774	跳	35617
775	拜	35481
776	爛	35425
777	封	35062
778	惡	34959
779	良	34852
780	模	34786
781	狀	34746
782	浪	34731
783	聊	34724
784	增	34603
785	核	34508
786	激	34430
787	維	34363
788	陸	34355
789	吳	34275
790	牛	34225
791	忙	34193
792	詞	34187
793	劇	34177
794	宿	34166
795	急	34127
796	啥	34124
797	抱	34049
798	靜	33948
799	攻	33870
800	亞	33773
801	江	33665
802	致	33582
803	陣	33507
804	嚴	33480
805	宗	33457
806	警	33394
807	壘	33371
808	夫	33289
809	密	33263
810	睡	33220
811	午	33188
812	店	33183
813	勢	33183
814	悲	32912
815	蘭	32884
816	幕	32840
817	緣	32816
818	週	32814
819	廠	32799
820	簽	32720
821	坐	32688
822	香	32674
823	爽	32512
824	控	32500
825	微	32489
826	登	32345
827	翻	32305
828	普	32256
829	蠻	32242
830	冷	32223
831	威	32216
832	毒	32195
833	俊	32096
834	絡	31927
835	輯	31881
836	母	31843
837	創	31835
838	堂	31766
839	趙	31746
840	套	31711
841	舊	31618
842	雜	31573
843	周	31546
844	述	31545
845	恐	31356
846	幸	31266
847	亮	31253
848	麗	31237
849	巴	31055
850	禮	31007
851	酒	30999
852	仁	30825
853	餐	30791
854	牌	30757
855	突	30729
856	腳	30714
857	劍	30674
858	招	30651
859	吉	30644
860	父	30608
861	仔	30580
862	典	30356
863	搞	30263
864	房	30239
865	素	30215
866	防	30067
867	授	30016
868	充	29996
869	草	29857
870	暴	29856
871	慮	29844
872	紹	29836
873	背	29813
874	劉	29759
875	委	29585
876	府	29469
877	景	29462
878	憶	29345
879	尤	29292
880	諸	29277
881	缺	29257
882	援	29206
883	漫	29193
884	琴	29126
885	罵	28923
886	純	28912
887	尚	28869
888	藝	28831
889	惜	28798
890	置	28732
891	益	28706
892	姐	28608
893	誠	28547
894	繼	28491
895	湖	28325
896	欲	28313
897	麻	28311
898	靠	28286
899	肉	28277
900	松	28277
901	刻	28243
902	紀	28226
903	退	28211
904	既	28182
905	含	28115
906	判	28059
907	釋	28042
908	皮	28034
909	波	27996
910	承	27831
911	射	27791
912	堆	27788
913	莫	27786
914	製	27753
915	鍵	27734
916	趕	27733
917	旁	27695
918	筆	27690
919	扁	27687
920	註	27683
921	奏	27644
922	樹	27496
923	律	27377
924	鐵	27330
925	榮	27310
926	昨	27059
927	毛	27053
928	彩	27044
929	歸	26976
930	虎	26973
931	罪	26900
932	皆	26852
933	葉	26791
934	售	26751
935	彈	26708
936	衛	26635
937	施	26632
938	銘	26579
939	刀	26549
940	塊	26543
941	漢	26469
942	欣	26430
943	布	26349
944	賞	26279
945	載	26261
946	險	26216
947	播	26108
948	升	26085
949	鐘	25928
950	寄	25925
951	弄	25855
952	付	25729
953	構	25541
954	囉	25473
955	磁	25440
956	螢	25427
957	偉	25371
958	薦	25370
959	洋	25325
960	嘿	25319
961	啟	25307
962	梅	25172
963	策	25152
964	嘻	25152
965	燈	25149
966	鬼	25145
967	檢	25143
968	宣	25133
969	哦	25127
970	媽	25049
971	均	24957
972	派	24951
973	豬	24947
974	濟	24848
975	架	24796
976	享	24727
977	呆	24715
978	訓	24678
979	藍	24644
980	劃	24630
981	擔	24548
982	努	24544
983	郭	24538
984	歉	24532
985	紙	24519
986	貼	24507
987	暗	24382
988	呼	24343
989	罷	24233
990	巧	24208
991	慧	24112
992	穿	24088
993	詳	24081
994	雷	24053
995	協	23872
996	督	23871
997	顧	23773
998	臉	23688
999	逢	23680
1000	島	23592
1001	獎	23436
1002	游	23431
1003	批	23428
1004	略	23410
1005	短	23341
1006	幻	23331
1007	沙	23234
1008	散	23231
1009	敵	23215
1010	鄉	23208
1011	冊	23203
1012	輪	23165
1013	朝	23108
1014	窗	23081
1015	忍	23037
1016	河	22976
1017	藏	22926
1018	衝	22907
1019	混	22888
1020	唯	22782
1021	乾	22743
1022	冠	22729
1023	熟	22719
1024	鷹	22697
1025	蛋	22656
1026	尊	22568
1027	棄	22563
1028	敬	22557
1029	季	22542
1030	婚	22509
1031	縣	22480
1032	緊	22470
1033	伯	22436
1034	申	22385
1035	衣	22367
1036	購	22348
1037	僅	22327
1038	帳	22312
1039	層	22305
1040	秋	22281
1041	猜	22272
1042	偏	22239
1043	鏡	22234
1044	食	22222
1045	喝	22191
1046	偷	21994
1047	贊	21949
1048	犯	21825
1049	勇	21693
1050	顆	21646
1051	姓	21573
1052	束	21572
1053	淡	21570
1054	詩	21528
1055	嘉	21507
1056	曉	21478
1057	借	21435
1058	徒	21432
1059	洲	21420
1060	擁	21343
1061	序	21328
1062	慶	21321
1063	績	21319
1064	祝	21276
1065	獅	21193
1066	圍	21140
1067	餘	21111
1068	私	21082
1069	鬥	21013
1070	柔	21005
1071	漂	20978
1072	富	20968
1073	秀	20948
1074	範	20868
1075	避	20858
1076	輝	20777
1077	譯	20748
1078	孤	20746
1079	笨	20700
1080	括	20687
1081	吸	20676
1082	端	20659
1083	移	20647
1084	廳	20640
1085	蓋	20590
1086	末	20573
1087	察	20535
1088	抗	20511
1089	揮	20429
1090	乖	20396
1091	積	20369
1092	插	20356
1093	驚	20303
1094	蔡	20290
1095	忠	20273
1096	愈	20254
1097	雪	20246
1098	巨	20242
1099	碩	20230
1100	瑞	20193
1101	凡	20171
1102	朱	20145
1103	籃	20137
1104	丟	20121
1105	盤	20111
1106	偶	20103
1107	港	20031
1108	宮	19968
1109	帥	19869
1110	宏	19842
1111	雅	19823
1112	貨	19754
1113	醒	19742
1114	虛	19729
1115	遺	19703
1116	掛	19689
1117	透	19668
1118	爆	19616
1119	烈	19529
1120	滅	19510
1121	材	19462
1122	拍	19462
1123	休	19366
1124	誌	19351
1125	圓	19328
1126	銀	19166
1127	互	19113
1128	飯	19113
1129	掌	19080
1130	豪	19043
1131	替	19015
1132	挑	18981
1133	頂	18957
1134	熊	18879
1135	累	18845
1136	址	18844
1137	健	18841
1138	俠	18834
1139	雞	18754
1140	困	18744
1141	諾	18719
1142	輔	18716
1143	伴	18685
1144	玉	18649
1145	洗	18637
1146	敏	18600
1147	臨	18552
1148	街	18525
1149	降	18470
1150	唸	18426
1151	憐	18408
1152	蘇	18405
1153	米	18398
1154	減	18369
1155	操	18369
1156	瘋	18284
1157	辛	18232
1158	宇	18185
1159	聚	18174
1160	兮	18079
1161	彼	18061
1162	採	18061
1163	屆	18051
1164	尼	18042
1165	輩	18029
1166	藥	18019
1167	騙	17996
1168	綠	17990
1169	童	17987
1170	縮	17930
1171	符	17927
1172	獲	17926
1173	默	17823
1174	郎	17737
1175	碰	17737
1176	禁	17702
1177	婆	17697
1178	咧	17663
1179	股	17617
1180	抽	17572
1181	砍	17552
1182	恨	17543
1183	肯	17482
1184	刊	17481
1185	泡	17478
1186	漸	17443
1187	鋼	17392
1188	廢	17356
1189	淚	17323
1190	樞	17300
1191	贏	17237
1192	歐	17225
1193	財	17159
1194	訂	17148
1195	途	17088
1196	觸	17008
1197	賢	17005
1198	傑	16986
1199	脫	16953
1200	箱	16885
1201	佈	16807
1202	仙	16789
1203	冰	16718
1204	析	16630
1205	蒼	16589
1206	厭	16578
1207	籍	16527
1208	堅	16523
1209	哭	16491
1210	夏	16486
1211	懶	16450
1212	橋	16382
1213	穩	16347
1214	露	16329
1215	詢	16292
1216	森	16213
1217	絲	16204
1218	塵	16193
1219	慣	16178
1220	濤	16177
1221	誼	16173
1222	佔	16103
1223	茶	16063
1224	賴	16057
1225	階	16038
1226	豐	16033
1227	貝	15970
1228	暑	15910
1229	郵	15910
1230	危	15900
1231	寒	15884
1232	械	15832
1233	隱	15820
1234	爸	15817
1235	汽	15769
1236	慘	15736
1237	旅	15733
1238	村	15667
1239	予	15645
1240	振	15639
1241	亡	15636
1242	瓶	15600
1243	遭	15597
1244	哲	15596
1245	零	15588
1246	納	15556
1247	珍	15526
1248	乃	15520
1249	席	15504
1250	哩	15463
1251	鄭	15451
1252	吹	15424
1253	骨	15411
1254	煙	15409
1255	胡	15405
1256	倫	15400
1257	洪	15396
1258	搖	15391
1259	娘	15363
1260	芳	15327
1261	索	15309
1262	峰	15287
1263	織	15287
1264	惠	15241
1265	杯	15229
1266	浮	15229
1267	狼	15194
1268	隔	15125
1269	椰	15110
1270	租	15048
1271	尾	15029
1272	忽	15002
1273	複	14979
1274	莊	14938
1275	款	14902
1276	菜	14828
1277	副	14767
1278	企	14761
1279	折	14728
1280	擾	14681
1281	揚	14672
1282	鼠	14641
1283	冒	14607
1284	癡	14569
1285	鼓	14563
1286	刺	14544
1287	頻	14544
1288	喵	14450
1289	針	14445
1290	霸	14399
1291	暫	14391
1292	伊	14371
1293	沉	14364
1294	嘴	14356
1295	庫	14348
1296	悔	14321
1297	陰	14299
1298	寂	14283
1299	倚	14270
1300	探	14221
1301	祖	14208
1302	摩	14122
1303	距	14075
1304	剩	14066
1305	遍	14043
1306	蟲	14031
1307	燒	14030
1308	頁	14018
1309	隆	13987
1310	弱	13963
1311	豆	13896
1312	延	13893
1313	蕭	13870
1314	握	13849
1315	寧	13818
1316	昭	13816
1317	盟	13792
1318	覆	13711
1319	憲	13709
1320	秘	13705
1321	耐	13694
1322	愁	13655
1323	丁	13648
1324	撥	13638
1325	沈	13634
1326	昇	13610
1327	髮	13606
1328	哀	13603
1329	龜	13579
1330	眉	13561
1331	固	13557
1332	卷	13551
1333	顏	13471
1334	閒	13450
1335	稍	13420
1336	殘	13412
1337	搭	13371
1338	京	13353
1339	傻	13350
1340	耳	13349
1341	映	13347
1342	託	13330
1343	恩	13311
1344	鴻	13276
1345	妙	13233
1346	辯	13219
1347	媒	13216
1348	吵	13174
1349	擬	13172
1350	違	13155
1351	憂	13130
1352	桌	13128
1353	拼	13120
1354	銷	13028
1355	藉	13010
1356	胖	12923
1357	屋	12885
1358	域	12877
1359	船	12875
1360	勞	12873
1361	洞	12858
1362	寢	12845
1363	井	12829
1364	徐	12774
1365	川	12738
1366	奈	12708
1367	戶	12704
1368	乘	12677
1369	額	12653
1370	倍	12651
1371	農	12610
1372	擺	12606
1373	塞	12591
1374	橫	12569
1375	賀	12551
1376	皇	12496
1377	拖	12492
1378	怨	12485
1379	牙	12472
1380	齊	12418
1381	逃	12414
1382	障	12357
1383	賺	12307
1384	滾	12305
1385	干	12270
1386	譜	12240
1387	烏	12176
1388	瞭	12167
1389	戴	12139
1390	搬	12118
1391	鬆	12093
1392	瓜	11982
1393	迫	11981
1394	嚇	11970
1395	奶	11954
1396	棋	11925
1397	鬧	11924
1398	盛	11909
1399	摸	11879
1400	尺	11878
1401	伙	11837
1402	染	11830
1403	佩	11828
1404	床	11827
1405	酷	11827
1406	孫	11817
1407	牠	11796
1408	屁	11781
1409	醉	11754
1410	震	11745
1411	鎖	11741
1412	凱	11739
1413	損	11726
1414	潮	11709
1415	役	11706
1416	泰	11706
1417	伍	11666
1418	冬	11656
1419	桃	11651
1420	聰	11620
1421	乙	11559
1422	迴	11557
1423	競	11550
1424	崇	11545
1425	撞	11534
1426	厲	11526
1427	淨	11522
1428	牽	11519
1429	羊	11499
1430	惑	11491
1431	溪	11477
1432	帽	11470
1433	眠	11408
1434	巷	11381
1435	溝	11378
1436	俗	11307
1437	宋	11270
1438	飄	11252
1439	淺	11210
1440	獻	11173
1441	麵	11155
1442	艦	11143
1443	滑	11131
1444	榜	11119
1445	圈	11114
1446	庭	11105
1447	縱	11069
1448	閃	11043
1449	蓮	11039
1450	麥	11018
1451	邦	10997
1452	耀	10995
1453	旋	10992
1454	閱	10982
1455	諒	10963
1456	紫	10953
1457	攝	10945
1458	儀	10938
1459	妨	10928
1460	審	10923
1461	描	10918
1462	洽	10902
1463	毀	10895
1464	逐	10865
1465	陪	10822
1466	填	10810
1467	踏	10740
1468	跌	10708
1469	藤	10689
1470	慕	10657
1471	勒	10656
1472	闆	10638
1473	殊	10621
1474	姊	10618
1475	憑	10573
1476	寞	10569
1477	岸	10557
1478	芬	10527
1479	鎮	10526
1480	池	10502
1481	拒	10418
1482	葛	10409
1483	州	10405
1484	鋒	10369
1485	寬	10361
1486	拳	10349
1487	于	10333
1488	函	10317
1489	驅	10316
1490	后	10315
1491	裁	10310
1492	蟹	10281
1493	阻	10268
1494	邪	10263
1495	革	10254
1496	頗	10245
1497	臥	10231
1498	昌	10225
1499	孟	10216
1500	航	10189
1501	遙	10160
1502	翔	10156
1503	蠍	10154
1504	恭	10148
1505	奧	10147
1506	齋	10140
1507	睛	10115
1508	槍	10111
1509	塔	10107
1510	閉	10087
1511	頓	10055
1512	糊	10050
1513	仰	9993
1514	旗	9992
1515	勵	9984
1516	厚	9982
1517	魂	9961
1518	准	9958
1519	丸	9938
1520	宙	9923
1521	逸	9922
1522	裕	9921
1523	舒	9918
1524	訪	9912
1525	兼	9879
1526	薩	9858
1527	飲	9855
1528	赤	9841
1529	閣	9841
1530	庸	9813
1531	啪	9800
1532	搶	9746
1533	勿	9734
1534	砂	9716
1535	緒	9713
1536	丌	9694
1537	穹	9675
1538	儘	9665
1539	掃	9663
1540	慈	9660
1541	欄	9651
1542	嘗	9637
1543	勸	9581
1544	鮮	9541
1545	奮	9519
1546	賜	9505
1547	菩	9485
1548	喊	9483
1549	闡	9481
1550	幽	9475
1551	擴	9459
1552	污	9410
1553	彰	9406
1554	毫	9404
1555	祥	9403
1556	盜	9387
1557	証	9379
1558	罰	9363
1559	番	9352
1560	尖	9349
1561	灰	9328
1562	狐	9282
1563	衡	9246
1564	擎	9240
1565	汪	9235
1566	監	9152
1567	籌	9137
1568	遲	9120
1569	誇	9115
1570	邱	9107
1571	稅	9092
1572	浩	9069
1573	拆	9013
1574	紛	9009
1575	吾	8990
1576	托	8962
1577	姑	8945
1578	咱	8921
1579	漏	8914
1580	誕	8895
1581	淑	8887
1582	鬱	8887
1583	砲	8880
1584	柏	8866
1585	牆	8866
1586	窩	8854
1587	傾	8849
1588	辭	8835
1589	秒	8827
1590	羽	8817
1591	渡	8792
1592	沖	8783
1593	廖	8776
1594	輛	8767
1595	齡	8749
1596	培	8712
1597	邀	8702
1598	甘	8693
1599	袋	8689
1600	杜	8669
1601	酸	8655
1602	胸	8631
1603	邏	8629
1604	豈	8616
1605	涼	8615
1606	肥	8612
1607	谷	8590
1608	獸	8572
1609	娃	8563
1610	孔	8556
1611	陷	8555
1612	估	8551
1613	妻	8546
1614	徑	8545
1615	玫	8543
1616	潛	8541
1617	晶	8517
1618	胞	8509
1619	煞	8474
1620	脆	8466
1621	抹	8447
1622	猶	8446
1623	築	8426
1624	呂	8405
1625	碎	8403
1626	噴	8374
1627	截	8368
1628	旦	8350
1629	婦	8333
1630	垃	8328
1631	荒	8322
1632	幣	8321
1633	圾	8302
1634	串	8282
1635	壯	8274
1636	伸	8263
1637	傲	8263
1638	弦	8245
1639	泥	8245
1640	繁	8243
1641	魯	8226
1642	忌	8216
1643	億	8198
1644	叭	8189
1645	坦	8188
1646	恥	8157
1647	蜜	8152
1648	欺	8149
1649	捨	8137
1650	怡	8122
1651	玲	8108
1652	臭	8107
1653	唐	8102
1654	湯	8101
1655	窮	8093
1656	悉	8090
1657	勁	8089
1658	拔	8059
1659	甜	8051
1660	蒙	8034
1661	逛	8014
1662	朵	8005
1663	摘	7990
1664	膽	7982
1665	糟	7974
1666	腿	7973
1667	喇	7972
1668	醜	7966
1669	躍	7954
1670	繳	7952
1671	泉	7937
1672	澤	7931
1673	碧	7930
1674	鞋	7928
1675	韓	7912
1676	彥	7903
1677	晨	7903
1678	莉	7901
1679	駕	7898
1680	猛	7890
1681	緩	7883
1682	坡	7863
1683	炸	7863
1684	怒	7861
1685	召	7837
1686	捕	7836
1687	幼	7818
1688	艾	7814
1689	恆	7813
1690	割	7806
1691	扯	7783
1692	盾	7771
1693	么	7768
1694	吐	7761
1695	昏	7761
1696	辨	7746
1697	軒	7731
1698	巫	7709
1699	丹	7705
1700	鑑	7690
1701	彎	7669
1702	賦	7653
1703	坪	7643
1704	侵	7634
1705	胎	7627
1706	悠	7625
1707	薪	7623
1708	刪	7613
1709	彬	7594
1710	悟	7589
1711	珠	7587
1712	勤	7587
1713	瑰	7583
1714	植	7582
1715	痴	7565
1716	礙	7557
1717	敝	7545
1718	盃	7539
1719	盼	7518
1720	亨	7495
1721	逝	7491
1722	剪	7487
1723	磨	7481
1724	逼	7474
1725	濃	7474
1726	洛	7470
1727	乏	7468
1728	擋	7462
1729	姆	7459
1730	症	7450
1731	嫌	7446
1732	躲	7443
1733	壁	7434
1734	釣	7422
1735	暖	7422
1736	憾	7396
1737	遜	7390
1738	愉	7387
1739	曰	7315
1740	采	7305
1741	捷	7286
1742	嘆	7283
